AUDIENCE,BIAS,MESSAGE,DESIGNATION,SOURCE,TEXT
national,neutral,personal,Representative ,facebook,"Staff will hold local office hours in Lunenburg and Halifax on Friday, June 13 to meet with those who need assistance with federal agencies: http://1.usa.gov/SHKV6K "
national,partisan,personal,Representative ,facebook,"Robert voted for the Save American Workers Act, which would restore the traditional 40-hour definition of â€œfull-time employmentâ€ù as it relates to the employer mandate in the presidentâ€™s health care law. Read his statement and watch his remarks on the House floor here: http://1.usa.gov/1sdKzCr"
constituency,neutral,media,Representative ,facebook,"Staff will hold Local Office Hours on Friday, March 21 in Cumberland, Lunenburg, Halifax, and Nelson Counties to meet with constituents who need assistance with federal agencies: http://1.usa.gov/1fFb0HB "
national,partisan,support,Representative ,facebook,Robert's Round-Up: Healthcare Website Poses Major Cybersecurity Risks: http://1.usa.gov/1c7HkkS
national,partisan,policy,Representative ,facebook,"ICYMI: The Hill: Mark Reich: Over-regulation hampers investment in Main Street: In his column, Mr. Reich highlights the burdens caused by Washington over-regulation and urges congressional support for the Small Business Capital Access and Job Preservation Act, a bipartisan bill introduced by Robert and his colleagues, Congressman Jim Himes (D-CT), Congressman Jim Cooper (D-TN), and Congressman Scott Garrett (R-NJ). The bipartisan Small Business Capital Access and Job Preservation Act was approved by the full Financial Services Committee earlier this week, and has been reported to the full House of Representatives. Read more here: http://tinyurl.com/jvm5ph9"
constituency,neutral,information,Representative ,facebook,"Today, Robert visited with Nina Brown of Charlottesville and Kayla Orta of Warrenton, both recipients of the Boren Scholarship granted by The National Security Education Program (NSEP) at the Department of Defense."
constituency,neutral,policy,Representative ,facebook,"May Local Office Hours: Our staff will be in Henry County on Friday, May 24th, to meet with constituents who need assistance with federal agencies. Learn more here: http://tinyurl.com/oegyo4d"
constituency,neutral,constituency,Senator ,facebook,Had a productive meeting in Bismarck yesterday to discuss the impacts the new IRS repair expensing rules would have on North Dakotans.  Thanks to everyone who joined yesterday's discussion.
national,partisan,policy,Senator ,facebook,"The farm bill is one of the most important bills Congress passes, with the need to balance the interests of Americaâ€™s tremendous agricultural industry. Our bill will ensure that Americans continue to enjoy the most diverse, affordable and high quality food, fuel and fiber products in the world. Itâ€™s is a win for the nationâ€™s agricultural producers, who now have the certainty to plan for the future, a win for the 16 million people working in the industry and a big win for American consumers."
national,neutral,support,Senator ,facebook,Yesterday I questioned Continental Resources CEO Harold Hamm during a Senate Energy Committee hearing on the best ways for the federal government to help industry produce the energy necessary for our nation to become energy independent.  Watch video of our conversation https://www.youtube.com/watch?v=DxmVTSB7-I0&feature=youtu.be  http://www.hoeven.senate.gov/public/index.cfm/2014/1/hoeven-hamm-talk-energy-independence-crude-transportation-safety-energy-infrastructure
national,partisan,support,Senator ,facebook,This legislation is about fairness and affordability. It prevents FEMA from unfairly increasing flood insurance rates on North Dakotans and Americans. The legislation includes our Flood Safe Basements Act to ensure that communities are able to continue using floodproofed basement credits. We need affordable and fair flood insurance premiums. We need to get this done.  http://www.hoeven.senate.gov/public/index.cfm/2014/1/hoeven-bill-preventing-flood-insurance-rate-hikes-moves-to-senate-floor-hoeven-continues-push-for-passage
national,neutral,policy,Senator ,facebook,A resolution passed in the U.S. Senate makes our support for the championship winning Bison a matter of historical record.  Go Bison!  http://www.hoeven.senate.gov/public/index.cfm/news-releases?ID=01c65d92-bb61-4a86-ae04-638c313546a7
constituency,neutral,policy,Senator ,facebook,"Looking forward to hosting US Interior Secretary Sally Jewell in North Dakota this week. The comprehensive, states first approach to energy development weâ€™ve pursued with Empower North Dakota over the past decade has helped to produce the lowest unemployment rate and the fastest growing income in America, as well as record surpluses to meet the priorities of the people of North Dakota. Weâ€™re bringing Secretary Jewell to the state to show her that the nation can do the same to create jobs, economic opportunity and energy security and independence for the American people."
constituency,neutral,information,Senator ,facebook,"Enjoyed speaking this afternoon with Raymond Salata, Christian Anheluk, Haley Lund, and Harshita Gaba.  These talented high school students are representing North Dakota during this yearâ€™s Boys and Girls State."
national,partisan,policy,Senator ,facebook,â€œI believe the administrationâ€™s request for funds to study how to eliminate nuclear missile silos is misguided. The fact is we can achieve the force levels required under the New START agreement without reducing silos and hurting our nuclear deterrent capabilities. I will therefore oppose such funding as the Appropriations Committee considers the Fiscal Year 2014 budget for the Department of Defense.â€ù
national,partisan,policy,Representative ,facebook,Chocolate is nice. But what women really need this Valentine's Day is equal pay! #WhatWomenNeed
national,neutral,support,Representative ,facebook,"I applaud the Department of Energyâ€™s recent announcement of dedicating $50 million in research grants to the innovation of development of fuel-efficient and electric vehicles.  I drive an electric vehicle myself, and I know that these are the cars of the future.  Investments like these are critical to ensuring that we are on the forefront of innovative technologies and implementation of policies that make these cars practical and preferable for every family."
national,neutral,personal,Representative ,facebook,"Friday, I held a free workshops for the students affected by the recent closure of CCA, a for-profit college located in South Gate.  The situation these students and teachers face is shameful and my office is doing everything we can to help these students recover and get back to focusing on their education.    http://www.myfoxla.com/story/24544879/pink-slips-are-out-for-career-colleges-of-america-faculty-and-staff"
national,partisan,mobilization,Representative ,facebook,"This afternoon, I met with my colleagues in Congressional Women's Working Group on Immigration Reform and the leaders of organizations fighting for immigrant women. Our broken immigration has a profound, and often ignored, impact on immigrant women. These women are vulnerable to domestic violence and exploitation, yet are often left out of the conversation on comprehensive immigration reform. It is critical that we take action to bring these women out of the shadows. I am proud to be a part of this incredible group of women and I am looking forward to fighting alongside them for this important cause."
constituency,neutral,personal,Representative ,facebook,"Great to see my friend, Councilman Jose Solache, at the Lynwood Candy Cane Lane Parade."
national,neutral,support,Representative ,facebook,"Veteranâ€™s Day serves as an opportunity for us to come together to honor the heroes who have had the courage to serve their country. These brave men and women have made incredible sacrifices in the name of our freedom and our democracy. Our nationâ€™s 2 million troops, their families, and our nearly 22 million veterans deserve nothing less than our full and unwavering support.   We can do better. The long backlogs that we have seen at the VA are inexcusable. And while we have made progress addressing this issue, I do not believe we have done our job until every veteran has received the assistance they need and deserve. We must recommit ourselves to ensuring that, after fighting for our nation overseas, no veteran has to fight for a job when they return home.   The commitment that our veterans have made to our nation is unparalleled and today, I hope you will join me in demonstrating our commitment as a nation to them."
national,partisan,media,Representative ,facebook,"Yesterday, the Democratic women of the House spoke out against H.R. 1406, the â€œMore Work, Less Payâ€ù bill that would hurt American families.  This legislation is a dreadful way to say â€œHappy Motherâ€™s Dayâ€ù to the working moms and their families that depend on overtime pay to make ends meet. Check out the video of my colleagues and me speaking out on the House floor.  http://www.youtube.com/watch?v=q9R7FzM_PlI&feature=youtu.be"
national,neutral,personal,Representative ,facebook,"Yesterday, I held a reception at CSU Dominguez Hills for the participants of this year's 44th Congressional District Art Competition. The students are now among the more than 650,000 high school students that have participated in this national competition since 1982. A special congratulations to this year's award recipientsâ€” Marlene Landeros, Emmanuel Machuca and Alejandra Chavez."
national,neutral,personal,Representative ,facebook,Happy 70th birthday to the USS  Iowa! We are so happy to have this piece of our nation's history in San Pedro.
national,neutral,personal,Representative ,facebook,"Today, I met with SEIU United Service Workers West President Mike Garcia and representatives of the LA Coalition for Immigration Reform. I stand more committed than ever to fight to make sure we achieve meaningful, comprehensive immigration reform."
national,neutral,personal,Representative ,facebook,Excited to be a No Labels Problem-Solver at the Meeting to Make America Work!
constituency,neutral,support,Representative ,facebook,"Great to see Puyallup's Denis Gray Trucking Inc. receive national recognition from the U.S. Small Business Administration as Washington's Family-owned Small Business of the Year. Congratulations to Denis' son Michael for his success. http://www.thenewstribune.com/2014/04/30/3173546/puyallup-trucking-firm-denis-gray.html  As a small business owner, I know the determination it takes to stay open. More than half of Americans own or work for a small business, and we all benefit from their innovations, job creation, and ability to make the U.S. more competitive globally. I support tax credits that help South Sound small businesses hire more employees and support renewal of the Export-Import Bank to give small firms access to foreign markets."
constituency,neutral,information,Representative ,facebook,"Exciting times at Mount Rainier National Park! Today from 3:00 â€“ 4:00 p.m. (PDT), Wildlife Ecologist Mason Reid will answer questions live via Facebook on the parkâ€™s plans to reintroduce fishers to their historical range. Here's the event page if you want to participate."
constituency,neutral,personal,Representative ,facebook,"It was an honor to speak at the City of Tacoma's Martin Luther King Jr. Birthday Celebration earlier today. If you weren't able to attend, it'll be broadcast at 8 PM tonight on TV Tacoma (Channel 12 within the city limits, Channel 21 in most of the rest of Pierce County).  http://www.cityoftacoma.org/cms/one.aspx?objectId=40057"
national,neutral,support,Representative ,facebook,"Instead of keeping the House out of session this week, House leadership should let us vote to extend unemployment insurance to help 25,000 Washington jobseekers."
national,neutral,personal,Representative ,facebook,"This weekend is the twentieth anniversary of the establishment of Americorps. For twenty years Americorps has been making our communities better places to live and work. The 10th Congressional District is the site of multiple Americorps programs, serving veterans and job seekers and working to preserve the natural beauty of Washington state. To all Americorps members past and present, thank you for your service to our nation. I hope many more Americans choose to follow in your footsteps in the years ahead."
national,neutral,support,Representative ,facebook,"We will never forget the lives lost on 9/11, and the bravery of all the men and women on that day. Today, we renew our commitment to freedom and pray for those who keep us safe every day."
national,partisan,policy,Representative ,facebook,A doctor explains Obamacare's devastating effects on the doctor-patient relationship and your health care premiums.
national,partisan,policy,Representative ,facebook,"Our government cannot continue to spend as if there are no limits or consequences. The Raleigh Housing Authority's generous salary, time-off, and compensation policies certainly raise a red flag. Today, Senator Chuck Grassley (R-IA) and I sent a letter to Department of Housing and Urban Development (HUD) Secretary Shaun Donovan requesting answers and documentation regarding these questionable RHA policies: http://holding.house.gov/media-center/press-releases/senator-grassley-and-congressman-holding-send-letter-to-secretary"
national,partisan,information,Representative ,facebook,I am excited to announce the opening of my second congressional office in North Carolina's 13th District - located in Fremont! http://holding.house.gov/media-center/press-releases/congressman-holding-announces-second-district-office-in-fremont
national,partisan,policy,Representative ,facebook,My response to President Obama's State of the Union: http://holding.house.gov/media-center/press-releases/congressman-holding-responds-to-the-state-of-the-union
constituency,neutral,information,Representative ,facebook,#NC08 is privileged to be home to 10 female Chamber of Commerce Presidents â€“ all women who are leading the way in our communities and helping cultivate an environment where businesses can succeed and create jobs. The panel of four Chamber presidents at our #NC08 Women's Symposium provided insight into their professional backgrounds and experiences and discussed issues facing small businesses in our region today.
national,neutral,support,Representative ,facebook,"Interested in visiting Washington, DC? My office can help plan tours of some of the capital's exciting attractions!   Learn more here: https://hudson.house.gov/washington-dc-visitors "
national,neutral,personal,Representative ,facebook,"President George Washington said, â€œThe Constitution is the guide which I never will abandon.â€ù Happy Presidents' Day!"
national,neutral,policy,Representative ,facebook,"Approving #KeystoneXL will create 20,000 jobs and lower energy prices at home. Itâ€™s time to build http://www.bloomberg.com/news/2014-01-31/keystone-report-said-likely-to-disappoint-pipeline-foes.html?mod=djemMER_h "
national,partisan,policy,Representative ,facebook,"Today marks the 41st anniversary of a tragic event in our nationâ€™s history â€“ a devastating Supreme Court decision that has caused the death of nearly 56 million innocent children. As a country, we have a moral obligation to stand up to protect the most innocent in our society and to be a voice for those who are not given the opportunity to speak.   Read my statement: http://1.usa.gov/1eAyq3m"
constituency,neutral,personal,Representative ,facebook,It was great to learn about the Career and Technical Education (CTE) classes at Jesse Carson High School. These courses equip our students with the tools and skills needed to excel in todayâ€™s workforce.
national,neutral,personal,Representative ,facebook,Wishing Rev. Billy Graham a very happy 95th birthday. His faithful service to God and our country are a true inspiration.
constituency,neutral,personal,Representative ,facebook,Great story by the Independent Tribune highlighting my visit with the students at R. Brown McAllister Elementary School yesterday.
national,partisan,personal,Representative ,facebook,Great article by the Charlotte Business Journal about what I've been working on my first few months in Congress.
national,partisan,support,Representative ,facebook,"Today is the 3rd anniversary of Obamacare. Instead of higher premiums, sky-rocketing taxes, and reduced care, we need market-based and patient-centered reforms to expand access to quality and affordable health care options. This week, the House passed a budget that repeals and defunds Obamacare. I will remain committed to fully repealing the President's health care overhaul to protect all Americans from its disastrous effects."
national,neutral,personal,Representative ,facebook,Are you watching the State of the Union tonight? Get real time fact checks and watch the GOP response at the link below.
national,partisan,policy,Representative ,facebook,Right now we have more than 218 bipartisan votes for comprehensive immigration reform -- a majority in the House of Representatives. It could pass todayâ€”if only Speaker Boehner would let us take a vote. Letâ€™s get it done.
national,neutral,policy,Representative ,facebook,"House Republicans just voted to virtually guarantee a government shutdown. Americans expect their government to serve them, not lurch from one manufactured crisis to another.   As someone who came to Congress to solve problems and get things done, I will keep trying to work with responsible members on both sides of the aisle to find common sense, reasonable solutions to our nationâ€™s problems, despite tonightâ€™s unfortunate actions by the GOP majority.  Click the below link for my full statement:"
constituency,neutral,personal,Representative ,facebook,Don't forget to subscribe to me on YouTube to keep up with my speeches and the videos I record to respond to questions that Northern Californians email me! Click here: http://youtube.com/subscription_center?add_user=RepHuffman
national,neutral,personal,Senator ,facebook,"My good friend, Eric Marts â€“ a blind veteran who hosts Heroes of the Heartland on WDAY 970 radio (you can tune in Saturday mornings at 11:00amCT) -- has overcome obstacles that I canâ€™t begin image. Seven years ago, Eric was hit by a roadside bomb while deployed in Iraq and soon after lost vision in both of his eyes. He is a great man, who is working hard to support fellow veterans, and discuss the challenges facing veterans today â€“ whether itâ€™s issues with the VA health care system or adjusting to life after deployment. Iâ€™m thrilled that Eric and his wife, Bobbie, will soon be able to move out of their trailer and into a house big enough for the two of them, and with features to help Eric do things on his own courtesy of Homes for our Troops. Watch Eric and Bobbieâ€™s inspiring story below."
constituency,neutral,media,Senator ,facebook,"Join me for Facebook Q&A on Monday, November 17 at 6:00pm CT to discuss my Strong & Safe Communities Initiative. I will answer your questions about my efforts to make sure North Dakota families are protected by addressing the new safety challenges facing our state, including increases in drug-related crimes, human trafficking, infrastructure stress, and the movement of crude by rail through North Dakota towns, as well as other issues. The energy development in North Dakota has greatly helped our state, producing jobs and economic growth. But it has also brought new safety challenges that we must face head on. Spread the word and join my Facebook Q&A! http://1.usa.gov/1pR3aXf"
national,neutral,information,Senator ,facebook,"A new app created by U.S. Immigration and Customs Enforcement will help keep folks informed about child predators in your area through alerts, providing an easy channel of communication to share information and news updates about arrests and prosecutions. This is a great tool to help make sure our children and families are safe."
national,neutral,support,Senator ,facebook,Check out this Forum article where U.S. Energy Secretary Moniz and I discuss today's major national energy policy meeting in Bismarck that will focus on North Dakota's energy infrastructure.  
constituency,partisan,constituency,Senator ,facebook,We need to make sure North Dakotans are protected from potential floods. Today I met with folks to discuss possible funding options for the Garrison Diversion.
constituency,neutral,information,Senator ,facebook,"It is great news that many North Dakota homes have received heating assistance. But, after this winter season, we need to look at how the propane shortage happened and look at how we can prevent it from happening in the future. "
constituency,neutral,policy,Senator ,facebook,"As we assess the derailment in Casselton and work to prevent future derailments, my top priority is safety. North Dakotans should not have any concern about feeling safe in their homes and communities. I called on the U.S. Department of Transportation and FRA to also make safety a priority and look at the quality of rail track around Casselton.  FRA issued new rules to promote the safety of railroad operations. Their effort to improve track safety shows the agency is listening, and it may lead to better track quality in North Dakota and throughout the country. "
constituency,neutral,information,Senator ,facebook,"Today LM Wind Power from Grand Forks received a significant federal award to expand production and create 170 ND jobs.  North Dakota is already a leader in wind energy production and manufacturing and this federal investment will help our state continue to harness our energy resources, and bring more good paying and quality jobs to the Grand Forks area."
constituency,neutral,constituency,Senator ,facebook,"Today I toured Avianax in Grand Forks which is a partnership between the UND Research Foundation and Interglobal Biologics, Inc. They are investigating infections and diseases, like West Nile Virus and avian influenza, and developing treatments. I'm so proud that such important advancements are being researched right here in North Dakota."
constituency,neutral,policy,Senator ,facebook,Had a great chat about energy in Norway and North Dakota this morning with Ambassador Wegger Strommen!
constituency,neutral,policy,Senator ,facebook,"Went to a powerful Memorial Day ceremony at the cemetery in Wing, North Dakota."
constituency,neutral,information,Senator ,facebook,"ICYMI: My op-ed in the Dickinson Press.  Important to remember: despite ND's $, many North Dakotans living in poverty."
constituency,neutral,personal,Senator ,facebook,Back in DC with the ND Rural Water Association. North Dakota has serious water issues & I am committed to addressing them
national,neutral,policy,Senator ,facebook,It was my pleasure to present Gold Medal winner Tommy Mikkelson with an American flag that flew over the U.S. Capitol.
constituency,neutral,personal,Senator ,facebook,"Did you know Oklahoma City now will be represented in the U.S. Senate with its own resident, Rep. James Lankford, for the first time in 46 years?  I look forward to serving alongside Sen.-elect Lankford in the new Congress and working together on issues that are important to all Oklahomans. Please take a moment to read the fun facts about the Oklahoma delegation in Wayne Greeneâ€™s column in the Tulsa World: http://www.tulsaworld.com/opinion/waynegreene/wayne-greene-oklahoma-city-to-have-one-of-us-in/article_abd8b2a7-b0a3-52ed-a47e-5ca94aa70d89.html?_dc=983581525040.7904"
national,neutral,personal,Senator ,facebook,I'll be on FOX America's Newsroom at 8:15AM CST to give the latest update on the Sec Def nomination of Hagel.
national,neutral,personal,Senator ,facebook,It was an honor today to receive an unanimous vote by my Republican colleagues on the Senate Armed Services Committee to be their next Ranking Member in the 113th Congress: http://inhofe.senate.gov/public/index.cfm?FuseAction=PressRoom.PressReleases&ContentRecord_id=0779b300-f4eb-2acd-e1ec-fcf8329ea988
national,neutral,personal,Representative ,facebook,Welcome Home Marine! The II MEF just returned home from the Helmand province in Afghanistan.  #MilitaryMonday
national,neutral,support,Representative ,facebook,Not even FCC Chairman Wheeler agrees with President Obamaâ€™s plan to increase government regulation of the internet. The White House plan would stifle economic growth and innovationâ€”we must continue fighting to prevent unnecessary government interference.
national,partisan,support,Representative ,facebook,"ISIS flourished after this Administration rushed away our assistance to Iraq, lost international credibility by not backing up its â€˜red lineâ€™ in Syria, and deferred action to allies who had depended on us to lead. Now that our enemies have gained strength after we showed weakness, the President has concluded that we must again put men and women of our armed forces in harmâ€™s way.   We face a real threat, and our nation needs to show leadership. If President Obama is finally ready to drop the wobbly rhetoric and lead a coalition, I am prepared to offer him the support he needs to put down the extremists who threaten us and have committed horrendous crimes against humanity. Several of my colleagues and I have put our support behind H.J. Resolution 123, which would require the President to present a strategic plan to Congress, replaces the old 2002 Authorization for Use of Military Force against Iraq, and provides the President with a new, short-term authorization for the use of force to defeat ISIS. Rhetoric doesnâ€™t win wars. If President Obama is now prepared to seek authorization for action against ISIS, Iâ€™m prepared to give it to him."
national,neutral,support,Representative ,facebook,Honor the fallen. #MemorialDay
constituency,partisan,support,Representative ,facebook,"This week's #MilitaryMonday photo comes from Capt. Porter Jones, a USMC Congressional Fellow in our DC office and AH-1 Cobra pilot. Big thanks to Capt. Jones for the photo and his service. Semper Fi!"
national,neutral,personal,Representative ,facebook,"Most transparent administration in history? Itâ€™s Sunshine Week, read my op-ed in The Hill.  "
national,neutral,personal,Representative ,facebook,"HAPPY 69TH ANNIVERSARY, FORTY-ONE!  On this day in 1945, George H.W. Bush and Barbara Bush married in New York while George was on leave from the Navy during World War II.  
  
 Please join us in wishing the 41st President and First Lady of the United States a wonderful wedding anniversary.
  
 Photo credit: George Bush Presidential Library & Museum"
national,neutral,personal,Representative ,facebook,#tbt this one's taking it back! #nofilter #throwbackthursday
national,partisan,policy,Representative ,facebook,"â€œOBAMACARE IS NOT READY, THE DELAY IS ESSENTIAL:â€ù  Today, House Republicans proposed a temporary spending bill that calls for a one-year delay in Obamaâ€™s trainwreck healthcare law AND repeals the job-killing medical innovation tax.  
 
 READ MORE HERE:  http://fxn.ws/1ePnS2d"
constituency,neutral,mobilization,Representative ,facebook,"VOTE NOW!  Over the last month, we asked you to submit your favorite photos of San Diego and Orange County. Now help us select your favorite to be our next cover photo. Voting ends Monday, August 26th at 5 p.m. PST. - Team Issa
  
 VOTE HERE: http://on.fb.me/1d03jPL
 
 Photo credit: Peter Shikli from San Clemente, CA."
national,neutral,information,Representative ,facebook,"$3 GAS A THING OF THE PAST: If you're feeling the pain at the pump, it doesn't appear there's any end in sight. According to an official at AAA, $3 gas is probably a â€˜thing of the past.â€™ But despite much needed relief from rising energy costs, this Administration continues stonewalling the bipartisan Keystone Pipeline, which will create thousands of new jobs, increase domestic energy supply and reduce costs at the pump.   'LIKE' and 'SHARE' if you're tired of the Obama Administration standing in the way of energy and jobs growth."
national,partisan,media,Representative ,facebook,TV interview on @FoxNews this morning on upcoming Benghazi hearing http://youtu.be/veHzG_yJccs
national,partisan,policy,Representative ,facebook,"RECORD REVENUE FOR 2013, BUT SPENDING STILL SOARS:  Despite record revenue projections for FY 2013, Obama still thinks taxes are the answer to eliminating our budget deficit.  This year, the federal Treasury expects to collect a record $2.712 trillion in taxes â€“ shattering the 2007 high of $2.5 trillion in taxes.  But despite this, Obama continues to spend more and more money. 
  
 FACT:  For each of the last four years, the government has run a $1 trillion-plus deficit."
national,neutral,personal,Representative ,facebook,Spent a few minutes this morning with two Camp Pendleton #marines. Sgt. Sheena Adams and Sgt. Chad Adams.
national,neutral,personal,Representative ,facebook,"WE WANT TO HEAR FROM YOU â€“ WHATâ€™S YOUR FAVORITE THING ABOUT SOUTHERN CALIFORNIA?
 
 Thereâ€™s so much to love about Southern California â€“ the beaches, the food, the beer, the natural beauty, the people.
 
 As you may know, Darrellâ€™s district has changed slightly to now include Solana Beach and Rancho Santa Fe in San Diego County and San Clemente, Dana Point, San Juan Capistrano, Coto de Caza and Ladera Ranch in Orange County.  The 49th District still includes Carlsbad, Encinitas, Vista, Oceanside, Del Mar and Camp Pendleton in San Diego County.
 
 In order to get to know our new constituents better, Darrell wants to hear from you.  What is your favorite thing about your community?  Please comment in the box below and â€˜SHAREâ€™ this with your friends so they can join in on the discussion.
 
 -Team Issa"
national,neutral,personal,Representative ,facebook,Put on your yarmulke it's time for Hanukkah! Chag Sameach to all my friends and fellow New Yorkers celebrating the first night of #Hanukkah!
constituency,neutral,policy,Representative ,facebook,Please read my latest e-Newsletter about why I am joining with Long Island superintendents and educators to reduce the number of standardized tests students must take.   
national,neutral,personal,Representative ,facebook,"Honored to lead a bipartisan group of colleagues in a wreath laying ceremony at  Yad Vashem: World Holocaust Center, Jerusalem."
national,partisan,attack,Representative ,facebook,"I am concerned that, unless the international community responds in a unified manner, the Assad regime will be emboldened to widen its use of chemical warfare and further destabilize the region and threaten us. Thatâ€™s why I believe that, together with our international partners and Syriaâ€™s neighbors, a surgical and targeted air strike is needed as long as it is limited to degrading Syriaâ€™s chemical weapons capabilities and does not involve U.S. ground forces."
national,neutral,media,Representative ,facebook,"As part of the Congressional Black Caucus Foundation's 44th Annual Legislative Conference, I will host a panel on Dyslexia and Bullying: Stories of Overcoming the Odds to Succeed, along with the Yale Center for Dyslexia & Creativity Multicultural Initiative. Join us virtually this Thursday at 2:00 pm by watching on @livestream: http://new.livestream.com/accounts/1069982/events/3403605"
national,partisan,policy,Representative ,facebook,CBO: The bipartisan comprehensive #ImmigrationReform legislation in the House will reduce the deficit by $900 bil over the next two decades
national,partisan,policy,Representative ,facebook,Sweet 16 reasons to #GetCoveredNow: #7 Nearly 6 in 10 uninsured Americans can sign up for less than $100/month. http://t.co/gPrtwozq7R
national,neutral,policy,Representative ,facebook,"""Improving outcomes and experiences for minority women with #BreastCancer builds on our mission to encourage minority women with demanding careers working on Capitol Hill to learn about warning signs and how the importance of early detection of breast cancer can save lives. """
national,neutral,media,Representative ,facebook,My Interview on MSNBC yesterday.  http://video.msnbc.msn.com/mhp/52840853#52840853
national,partisan,policy,Representative ,facebook,"Without a single House Democrat in support, House Republicans hastily passed a Farm Bill that cuts out SNAP and nutrition programs from consideration. Share this if you believe Congress has a responsibility to support the most vulnerable Americans."
national,neutral,support,Representative ,facebook,Glad to be here this morning for the 4th Annual National African American Breast Cancer 5k walk/run! As a survivor of Breast Cancer I am honored to be apart of this event. Thanks to the Sister's Network for hosting!
constituency,neutral,support,Representative ,facebook,Good Morning Texas! Today is National Minimum Wage Day. Support my fellow party members as we work to #RaiseTheWage
national,partisan,policy,Representative ,facebook,Texas Democrats are united to end the #GOPshutdown
national,neutral,personal,Representative ,facebook,"I sat down with Black Entertainment Television to discuss my 40+ years of public service in their new series: Congressional Confidential.  This was a great insight into my career and life in public service, and speaks on some of the things that have driven me to keep going for so long.    http://www.bet.com/video/news/national/2013/the-congressional-confidential-rep-eddie-bernice-johnson.html"
national,neutral,information,Representative ,facebook,"#Womenâ€™sHistoryMonth Moment of the Day: Sandra Day Oâ€™Connor was born in El Paso, Texas on March 26, 1930. Mrs. Oâ€™Connor grew up in Arizona and later attended Stanford University in 1950, earning a bachelorâ€™s degree in economics. After graduating she attended the universityâ€™s law school and received her degree in 1952. During this time, there were few opportunities for women in the law field. Mrs. Oâ€™Connor struggled to find work but was able to work for the county attorney for Californiaâ€™s San Mateo County for free, but soon became the deputy county attorney. From 1965 to 1969, she served as the stateâ€™s assistant attorney general. In 1969, she became state senator by filling a vacancy, and then won re-election twice. In 1979 she was selected to serve on the stateâ€™s court of appeals. In 1981, President Ronald Reagan nominated her for associate justice of the U.S. Supreme Court and she received unanimous approval from the U.S. Senate. Mrs. Oâ€™Connor made history as the first woman justice to serve on the Supreme Court.  She married John Jay Oâ€™Connor in 1952 and had three sons. She stepped down from the bench on January 31, 2006 to spend more time with her husband, who suffered from Alzheimerâ€™s.  He died in 2009.That same year, President Obama honored her with the Presidential Medal of Freedom."
national,neutral,support,Representative ,facebook,"President Obama on ObamaCare: The debate over repealing this law is over..There's no good reason to go back...   What about the millions of Americans who received cancelation notices, higher premiums, fewer choices, and reduced work hours? They are a good reason to repeal this fatally flawed law, the debate will continue because ALL Americans deserve better. "
national,neutral,personal,Representative ,facebook,Itâ€™s hard to imagine America without this crowning achievement but when you hear the story of how it was created it becomes hard to imagine that our dome exists at all.
national,partisan,policy,Representative ,facebook,"This is outrageous! The IRS continues to target Tea Party cases as they are STILL being subjected to additional screening - even thought there's NO evidence of political activity. Join my efforts to stop this, co-sponsor my bill that deters IRS employees from targeting Americans based on their political beliefs: https://www.cosponsor.gov/all/all/ccc/all/Sam%20Johnson"
constituency,neutral,constituency,Representative ,facebook,A new feature added to our website allows me to communicate with you on the issues you care about the most. Sign-up to receive my e-newsletter as well as issue specific updates.
national,partisan,policy,Representative ,facebook,"It was a pleasure being on Talk of the Town with Henry Hinton this morning to talk about why I voted against the $1.1 trillion spending bill Congress passed last week. Here we are with the 1,600 page bill."
constituency,neutral,information,Representative ,facebook,Thanks to the Carteret News-Times for highlighting the growing support for my efforts to ensure the NOAA lab in Beaufort receives the funding it needs to continue operations. 
national,neutral,information,Representative ,facebook,"If you haven't already done so, please use the link below to sign up for my e-newsletter. I'll be sending out an April update soon!"
constituency,neutral,personal,Representative ,facebook,"Buoy 41036, off the coast of Jacksonville, regularly provides critical information to a wide variety of Eastern North Carolinians - including local fishermen and officials at Camp Lejeune. I am committed to finding an alternative funding solution that will allow residents of Eastern North Carolina to continue to benefit from the crucial services provided by this buoy."
national,neutral,personal,Representative ,facebook,"The November edition of Washington Watch, featuring Congressman Howard Coble, is now available at the link below. This episode also includes a special segment with Barnabas Aid USA Honorary Director Bishop Julian Dobbs discussing religious persecution around the world."
constituency,partisan,information,Representative ,facebook,"At a time when the economy is struggling, we need to alleviate the financial burden that heightened flood insurance rates are imposing on homeowners in Eastern North Carolina and across the country. To read more about my efforts to mitigate the effects of these increased rates, click here: http://is.gd/UdrymD"
national,neutral,policy,Representative ,facebook,"This week, I had the privilege of speaking with Brooke Gladstone of NPRâ€™s program On the Media regarding H.R. 2356, the We Are Watching You Act. Iâ€™m grateful to have had the opportunity to discuss this legislation and why I think it is a significant step in protecting the privacy rights of American consumers. You can listen to the full segment at the link below."
constituency,neutral,policy,Representative ,facebook,Looking forward to helping lead the new State Medicaid Expansion Caucus w/ Rep. G.K. Butterfield: http://huff.to/1rDHxsH #ExpandMedicaidNow
constituency,partisan,policy,Representative ,facebook,"Thousands of veterans & service members across northeast Georgia, including metro Atlanta, deserve a commissary: http://1.usa.gov/1nlcHSw"
national,neutral,policy,Representative ,facebook,Saw this article in NYT today: http://nyti.ms/1qEQheS It's why I introduced a bill that seeks relief for chronically ill seniors: http://1.usa.gov/1imom0H 
